"","course_instructor","course_name","course_rating","course_university","course_review_num","course_desc","course_url","course_provider","course_price"
"250","Hari Swaminathan","Options Trading Basics (3-Course Bundle)",10,"","21 reviews","A bundle combines 1)Intro to Call and Put Options 2) Time decay, Implied Volatility, Greeks 3) Call and Puts Live trades","https://www.coursetalk.com/providers/udemy/courses/options-trading-basics-3-course-bundle","Udemy","$149.00"
"251","Hugo Matos","Google Search Secrets",10,"","21 reviews","Dominate Google Searches, increase your daily productivity and make your Google ride more effective and enjoyable.","https://www.coursetalk.com/providers/udemy/courses/google-search-secrets","Udemy","$10.00"
"252","ZapoMedia Academy","The Ultimate Productivity and Time Management Blueprint",10,"","23 reviews","A Step-by-Step Comprehensive System to Boost Your Results and Reduce Your Hours","https://www.coursetalk.com/providers/udemy/courses/the-ultimate-productivity-and-time-management-blueprint","Udemy","$17.00"
"253","Anthony Metivier","How to Memorize Names and Faces",10,"","21 reviews","Using the Magnetic Memory Method","https://www.coursetalk.com/providers/udemy/courses/how-to-memorize-names-and-faces","Udemy","$199.00"
"254","Bernie Raffe AMPA","Photography - Become a Better Photographer - Part II",10,"","22 reviews","The ultimate guide to DSLR and Mirrorless cameras' features and settings","https://www.coursetalk.com/providers/udemy/courses/photography-become-a-better-photographer-part-ii","Udemy","$39.00"
"255","Evan Kopelson","Make A Website: Ninja Blog Secrets WordPress Mastery School",10,"","22 reviews","Learn how to build the exact kind of professional WordPress websites you can charge clients up to $1,500 each to build.","https://www.coursetalk.com/providers/udemy/courses/brand-yourself-ninja-blog-secrets-total-wordpress-mastery","Udemy","$77.00"
"256","Nate Ginsburg","Pinterest Marketing: Get MASSIVE  Sales & Traffic Fast!",10,"","22 reviews","Get more traffic, leads and sales for your business by following this step-by-step Pinterest marketing strategy!","https://www.coursetalk.com/providers/udemy/courses/pinterest-marketing-get-massive-sales-traffic-fast","Udemy","$249.00"
"257","Farnoosh Brock","The 10 Minute Daily Invigorator: Less stress, more happiness",10,"","22 reviews","A yoga and stretching routine with mild cardio for stress-reduction, gentle weight-loss, increased productivity & focus.","https://www.coursetalk.com/providers/udemy/courses/the-10-minute-daily-invigorator-less-stress-more-happiness","Udemy","$27.00"
"258","Anna David","Building Your Brand",10,"","22 reviews","Learn how to market yourself until you are the biggest brand in your field.","https://www.coursetalk.com/providers/udemy/courses/building-your-brand","Udemy","$100.00"
"259","Aaron P. Coleman","Budget - Save - Win.  Simplify your financial life.",10,"","21 reviews","A unique budgeting solution that will help you learn the core essentials around money management.","https://www.coursetalk.com/providers/udemy/courses/budget-save-win-simplify-your-financial-life","Udemy","$19.00"
"260","InnoRed Academy","Email en sus negocios",10,"","21 reviews","Guía definitiva para gestionar sus negocios usando su email con Gmail -  Sin perder un solo cliente","https://www.coursetalk.com/providers/udemy/courses/email-en-sus-negocios","Udemy","$37.00"
"261","Claudia Rossi","YOU can Draw, Shade and Paint a Mixed Media Girl...today!",10,"","22 reviews","With my simple steps, you can create beautiful mixed media girls. Check out my free video previews...then enroll today!","https://www.coursetalk.com/providers/udemy/courses/you-can-draw-shade-and-paint-a-mixed-media-girltoday","Udemy","$30.00"
"262","Philippe Schafer","Ultimate Beginner's Class to Learn Stand Up Comedy",10,"","21 reviews","Quick and easy online class about learning how to make people laugh!","https://www.coursetalk.com/providers/udemy/courses/ultimate-beginners-class-to-learn-stand-up-comedy","Udemy","$39.00"
"263","Sergio Becerril","Aprende a crear Apps para iPhone e iPad. Iniciación iOS",10,"","21 reviews","Aprende a crear Apps para dispositivos iOS, sin conocimientos previos de programación.","https://www.coursetalk.com/providers/udemy/courses/aprende-a-crear-apps-para-iphone-e-ipad-iniciacion-ios","Udemy","$300.00"
"264","Infinite Skills","Microsoft Excel 2013 Course Beginners/ Intermediate Training",10,"","21 reviews","Learn to Master Microsoft Excel In Easy To Follow Step-By-Step Training Course. Comes With Extensive Working Files","https://www.coursetalk.com/providers/udemy/courses/microsoft-excel-2013-course-beginners-intermediate-training","Udemy","$99.00"
"265","Johnathan Leow","Learn To Raise $100K Crowdfunding",10,"","21 reviews","Crowdfunding $100K-Learn how my business startup used these low-risk secrets to raise over $100K in startup funds!","https://www.coursetalk.com/providers/udemy/courses/learn-to-raise-100k-crowdfunding","Udemy","$249.00"
"266","Exceljet |  Dave Bruns","Core Excel - Microsoft Excel Training",10,"","21 reviews","Learn the core features of Excel in less time","https://www.coursetalk.com/providers/udemy/courses/core-excel-microsoft-excel-training","Udemy","$119.00"
"267","Dr Paula Moore","Posturecise - How To Create A Healthy Posture Habit For Life",10,"","21 reviews","See how I do my own daily posturecise routine with 21 simple posture ""techniques"" - and all without living at the gym!","https://www.coursetalk.com/providers/udemy/courses/posturecise-how-to-create-a-healthy-posture-habit-for-life","Udemy","$127.00"
"268","Scott Britton","Small Business Lead Generation",10,"","21 reviews","Learn how to get meeting with restaurants, spas, doctors and other small businesses using proven Cold Email tactics.","https://www.coursetalk.com/providers/udemy/courses/small-business-lead-generation","Udemy","$197.00"
"269","Stella Grizont","The Science of Happiness: Hacks & Skills to Flourish",10,"","22 reviews","Five weeks to discover positive psychology - including the latest research and tools to living your most awesome life.","https://www.coursetalk.com/providers/udemy/courses/the-science-of-happiness-hacks-skills-to-flourish","Udemy","$297.00"
"270","Luis Felipe Fernandes","Curso de UX para Web Designers",10,"","21 reviews","Crie interfaces incríveis e intuitivas em apenas 1 mês, estudando somente 20 minutos por dia. Online. No seu ritmo.","https://www.coursetalk.com/providers/udemy/courses/curso-de-ux-design-em-portugues","Udemy","$77.00"
"271","Kurtis Kemple","Sublime Text Workflow",10,"","21 reviews","This course will get you developing faster with one of today's best text editors.","https://www.coursetalk.com/providers/udemy/courses/sublime-text-workflow","Udemy","$10.00"
"272","Akash Karia","SUCCESS: How to Master Your Mindset & Achieve Your Goals Now",10,"","20 reviews","Discover Science-Backed Tools to 3X your Success, Achieve your Goals, Eliminate Negative Habits & Master Your Psychology","https://www.coursetalk.com/providers/udemy/courses/success-how-to-master-your-mindset-achieve-your-goals-now","Udemy","$99.00"
"273","Benjamin Hero","Discover Your Passion - How To Change Your Life Immediately",10,"","20 reviews","By the end of this course you will have overcome failure and discovered your passion! Guaranteed.","https://www.coursetalk.com/providers/udemy/courses/discover-your-passion-how-to-change-your-life-immediately","Udemy","$97.00"
"274","Mr.  Rick Schultz","Sports Broadcasting",10,"","21 reviews","An inside look into this exciting industry!  For sports fans, aspiring sportscasters or established professionals.","https://www.coursetalk.com/providers/udemy/courses/sports-broadcasting","Udemy","$27.00"
"275","Sue Alcock","Archaeology's Dirty Little Secrets",10,"Brown University","21 reviews","Admit it — you wanted to be an archaeologist when you grew up...  This course builds on that enthusiasm, while radically expanding your notions about just what archaeology is and just what archaeologists do.","https://www.coursetalk.com/providers/coursera/courses/archaeologys-dirty-little-secrets","Coursera","Free"
"276","Michel Buffa","HTML5 Part 2: Advanced Techniques for Designing HTML5 Apps",10,"The World Wide Web Consortium (W3C)","21 reviews","Want to learn advanced HTML5 techniques? Discover the powerful Web features that will help you create great content and apps.

This course follows “HTML5 Part 1: HTML5 Coding Essentials and Best Practices.” In HTML5 Part 2, the experts from the World Wide Web Consortium continue the exploration of HTML5-based APIs, but also introduce other advanced features related to HTML5, such as Web components, advanced multimedia, audio for music and games, and more.

You will learn by doing, study interactive examples, and have fun with proposed development projects. During this HTML5 course you’ll create an HTML5 game, so jump in and start learning!","https://www.coursetalk.com/providers/edx/courses/html5-part-2-advanced-techniques-for-designing-html5-apps","edX","Free"
"277","Lucas Liew","Black Algo Trading: Build Your Trading Robot",10,"","21 reviews","Trading Robots: The Comprehensive Course That Transforms Beginners Into Skilled Algorithmic Traders (MQL4 Algo Trading)","https://www.coursetalk.com/providers/udemy/courses/black-algo-trading-build-your-trading-robot-in-1hour","Udemy","$299.00"
"278","Anbu Rayappan","How to Make $1000/Mo Passive Income Publishing Kindle Books",10,"","21 reviews","Step by Step Detailed Strategies to Make $1000/Month","https://www.coursetalk.com/providers/udemy/courses/how-to-get-rich-writing-publishing-and-selling-kindle-books","Udemy","$99.00"
"279","Doru Catana","Facebook Marketing: Get 30X More Results in 30 Days!",10,"","20 reviews","Are You Doing Facebook Marketing Right? Tired of Second-Guessing Yourself Each Time You Create A Facebook Campaign?","https://www.coursetalk.com/providers/udemy/courses/facebook-marketing-get-30x-more-results-in-30-days","Udemy","$100.00"
"280","Francesco Iantorno","Make Money Online: No Work Required, $500 A Week",10,"","20 reviews","Through this in-depth training you will learn the fundamentals of making tons of cash online with very little work!","https://www.coursetalk.com/providers/udemy/courses/learn-how-to-make-money-online-with-very-little-work","Udemy","$47.00"
"281","Raghavendra Dixit","Learn to program in Java",10,"","20 reviews","Provides a very conceptual understanding of the Java Programming Language which will help in your job or job interviews.","https://www.coursetalk.com/providers/udemy/courses/learn-to-program-in-java","Udemy","$49.00"
"282","Andrew Ferebee","The Podcast Blueprint",10,"","20 reviews","How to Create a Top Ranked Podcast, Influence Thousands, And Make Money Too","https://www.coursetalk.com/providers/udemy/courses/the-podcast-blueprint","Udemy","$197.00"
"283","Mike Fishbein","How To Build Your Network As An Entrepreneur",10,"","21 reviews","Increase your influence and find opportunities by networking with high-level entrepreneurs and social influencers.","https://www.coursetalk.com/providers/udemy/courses/how-to-build-your-network-as-an-entrepreneur","Udemy","$99.00"
"284","Ashley Faulkes","Twitter for Beginners",10,"","20 reviews","Understand the basics of Twitter and create your own account with ease.","https://www.coursetalk.com/providers/udemy/courses/twitter-for-beginners","Udemy","Free"
"285","Timmermans Laurent","Create a Damn Good Business Plan !?",10,"","21 reviews","Learn how to create a business plan using our step by step by step methodology.","https://www.coursetalk.com/providers/udemy/courses/create-a-damn-good-business-plan","Udemy","$78.00"
"286","Thomas Leuthard","Street Fotografie: Erfolgreich auf der Straße fotografieren",10,"","20 reviews","Wie Sie die Tücken beim Fotografieren auf der Strasse meistern, Ihre Angst überwinden und bessere Bilder machen.","https://www.coursetalk.com/providers/udemy/courses/street-fotografie-erfolgreich-auf-der-strasse-fotografieren","Udemy","$99.00"
"287","Victor Cebu Rent A Car","How To Rank Up Your Youtube Videos On First Page of Google",10,"","20 reviews","A Comprehensive Youtube Video Training Course to Dominate Google First Page","https://www.coursetalk.com/providers/udemy/courses/how-to-rank-up-your-youtube-videos-on-first-page-of-google","Udemy","$47.00"
"288","Roxana Falasco","Sublime Text ¡Sé más productivo y desarrolla más rápido!",10,"","20 reviews","Secretos Para Desarrollar Más Rápido. Sé Más Eficiente y Aumenta Tu Productividad. ¡Mejora y Crece Como Profesional!","https://www.coursetalk.com/providers/udemy/courses/sublime-text-se-mas-productivo-y-desarrolla-mas-rapido","Udemy","$49.00"
"289","Kirill Eremenko","Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!",10,"","20 reviews","Forex Robots - Learn the secrets to making 175% on a real Forex Account with Forex Trading Systems. Metatrader 4 EA","https://www.coursetalk.com/providers/udemy/courses/forex-robots-make-175-profit-pa-forex-robot-included","Udemy","$299.00"
"290","Mike Williams, Juan Martitegui","AdWords For SaaS Startups",10,"","20 reviews","How To Accelerate User Growth For Your SaaS Startup","https://www.coursetalk.com/providers/udemy/courses/adwords-for-saas-startups","Udemy","$97.00"
"291","Sikandar Shaik","CCNP Route 642-902 Implementing Cisco IP Routing",10,"","20 reviews","includes everything you will need to fully prepare for your CCNP Route certification","https://www.coursetalk.com/providers/udemy/courses/ccnp-route-642-902-implementing-cisco-ip-routing","Udemy","Free"
"292","Sander Kersten, Alida Melse, Inge Brouwer, Guido Hooiveld","Nutrition and Health Part 2: Micronutrients and Malnutrition",10,"Wageningen University","20 reviews","Food plays a central role in our society but few people actually understand what it does to our bodies. Learn more about nutrition and how our diet  profoundly impacts our current and future health. The course will focus on undernutrition and micronutrients. The team of Professors from Wageningen University will introduce you into the chemistry of vitamins and minerals.

The course will address the micronutrient content of foods and will cover the role of the various micronutrients in the body.  In addition, NUTR102x will discuss how suboptimal nutrition may affect human health and will pay particular attention to global hunger and malnutrition.

No previous knowledge needed but course adds to knowledge from NUTR101x. Join us to learn more about nutrition and health.

NUTR102x is part of the Nutrition-Food for Health xSeries of Wageningen University.","https://www.coursetalk.com/providers/edx/courses/nutrition-and-health-part-2-micronutrients-and-malnutrition","edX","Free"
"293","Rodrigo  del Castillo","Aprende batería con el nuevo método IDT",10,"","20 reviews","Descubre un nuevo método sobre técnica de manos en batería. ¡Aprende cómo mover tus manos paso a paso y desde cero!","https://www.coursetalk.com/providers/udemy/courses/aprende-bateria-con-el-nuevo-metodo-idt","Udemy","$39.00"
"294","Sikandar Shaik","New CCNAx 200-120 Routing and Switching",10,"","20 reviews","Includes everything you will need to fully prepare for your new CCNA R/S certification","https://www.coursetalk.com/providers/udemy/courses/new-ccnax-200-120-routing-and-switching","Udemy","Free"
"295","Mustafa Saad","Learning Java Bit By Bit In Arabic",10,"","20 reviews","This Course is a hands-on guide to building Java applications without any background programming experience at all.","https://www.coursetalk.com/providers/udemy/courses/learning-java-bit-by-bit-in-arabic","Udemy","$69.00"
"296","Anthony Curtis","How to Easily 2X Your New Customers with Retargeting & RTB",10,"","20 reviews","Double or triple your business income with RETARGETING and wholesale RTB Facebook Ads, YouTube Ads & LinkedIn Ads!","https://www.coursetalk.com/providers/udemy/courses/how-i-save-74-on-facebook-ads-make-a-400-profit-on-them","Udemy","$299.00"
"297","Vladimir Raykov","Leadership Masterclass: Self-Leadership 95% Success System",10,"","20 reviews","Leadership: The One And Only Self-Leadership System Has Four Pillars That Will Help You Achieve 95% Of Your Goals.","https://www.coursetalk.com/providers/udemy/courses/self-leadership-system-how-to-achieve-95-of-your-goals","Udemy","$147.00"
"298","Thrandur Arnthorsson","Bootstrap 3 -> Profitable WordPress Theme Development!",10,"","20 reviews","Develop stunning Bootstrap 3 WordPress site Themes! Amazing step-by-step secrets to a mobile first Bootstrap site!","https://www.coursetalk.com/providers/udemy/courses/develop-a-responsive-bootstrap-3-wordpress-theme-make-more","Udemy","$197.00"
"299","David Lee Martin","LEARN SCRIVENER - A Quick & Easy Guide",10,"","20 reviews","THE QUICKEST, EASIEST WAY TO LEARN SCRIVENER - Guaranteed!","https://www.coursetalk.com/providers/udemy/courses/learn-scrivener-a-quick-easy-guide","Udemy","$169.00"
"300","Richard Bullivant","How to Self-Publish Children's Books on Kindle",10,"","20 reviews","No Special Writing or Illustration Skills Required","https://www.coursetalk.com/providers/udemy/courses/how-to-self-publish-childrens-books-on-kindle","Udemy","$97.00"
"301","Ruby Daniels","APA Survival Guide",10,"","19 reviews","Learn 6th edition APA manuscript, reference, and citation style guidelines so your papers sparkle!","https://www.coursetalk.com/providers/udemy/courses/apa-survival-guide","Udemy","$97.00"
"302","Jake Statler","Udemy: $1,456 Per Month with Top-Rated Udemy Instructor",10,"","19 reviews","Udemy: Quickly and easily create Udemy content, allowing you to earn a truly passive online income!","https://www.coursetalk.com/providers/udemy/courses/online-marketing-info-product-creation-formula","Udemy","$197.00"
"303","Nina Weinstein","Learn English",10,"","20 reviews","Learn English listening, conversation,vocabulary and pronunciation from the author of twenty English textbooks! ESL/EFL","https://www.coursetalk.com/providers/udemy/courses/8-easy-secrets-to-understanding-native-english-speakers","Udemy","$24.00"
"304","OnDemand Language","Conversational Spanish Made Easy",10,"","20 reviews","Learn Spanish with this intuitive and fast Spanish learning method that will have you speaking Spanish from day one","https://www.coursetalk.com/providers/udemy/courses/conversational-spanish-made-easy","Udemy","$197.00"
"305","Sean Marshall","Online Marketing Business: Step-by-Step to $5k/mo in 90 Days",10,"","19 reviews","Clone My Internet Marketing Company & Work from Home Making a Consistent Income in just 10 hours a Week Just Like I Do!","https://www.coursetalk.com/providers/udemy/courses/online-marketing-business-2050-in-my-first-month-online","Udemy","$199.00"
"306","Eduonix Learning Solutions","Projects in PHP and MySQL",10,"","19 reviews","Master PHP-MySQL by Building 10 Projects","https://www.coursetalk.com/providers/udemy/courses/projects-in-php-and-mysql","Udemy","$199.00"
"307","Paul Tilley","How To Really Get Rich & Keep It",10,"","20 reviews","Helping You To Understand Your Money, Time & Work.  How To Quite Your Job & Get Rich At The Same Time","https://www.coursetalk.com/providers/udemy/courses/how-the-rich-get-rich-and-keep-it-how-you-can-do-the-same","Udemy","$17.00"
"308","Joel Widmer","Guest Blogging Blueprint: Supercharge Your Traffic and Sales",10,"","20 reviews","Learn How to use Guest Blogging to double your traffic, build your email list and grow your sales - In just 7 days!","https://www.coursetalk.com/providers/udemy/courses/guest-blogging-blueprint-supercharge-your-traffic-and-sales","Udemy","$197.00"
"309","Karl Disque D.O. RPH","How to Save a Life: Advanced Cardiac Life Support",10,"The Disque Foundation","20 reviews","Advanced Cardiac Life Support (ACLS) will prepare you to respond to life-threatening emergencies in the adult population with advanced interventions.

This health and safety course will teach participants how to perform advanced emergency interventions as well as review foundation theories including:


	Basic Life Support
	Anatomy and Physiology of the Heart
	Resuscitation Team
	Systematic Approach,
	Life-Threatening Issues
	Medical Devices
	Bradycardia
	Tachycardia


The course package includes:


	ACLS Self-Assessments and Review Questions
	ACLS Lectures and Video Presentations
	ACLS Provider Manual


Who should take this course?


	Healthcare Professionals
	Medical Students
	Nurses
	Doctors
	Emergency Responders


Whether you are applying for certification for the first time, or renewing your current certification, this course prepares you for Advanced Cardiac Life Support certification. When you have completed the course, you will be directed to take the certification exam, through National Health Care Provider Solutions.","https://www.coursetalk.com/providers/edx/courses/how-to-save-a-life-advanced-cardiac-life-support","edX","Free"
"310","Deshraj Singh Kiran","Java Persistence: Hibernate and JPA Fundamentals",10,"","20 reviews","A simple-to-follow and easy-to-understand training course on Java Persistence with JPA by Example","https://www.coursetalk.com/providers/udemy/courses/java-persistence-hibernate-and-jpa-fundamentals","Udemy","$99.00"
"311","Jonathan Rasmusson","The Agile Samurai Bootcamp",10,"","19 reviews","Everything you need to setup, execute, and successfully deliver your own Agile project.","https://www.coursetalk.com/providers/udemy/courses/the-agile-samurai-bootcamp","Udemy","$25.00"
"312","Elisa Guerra","Cómo mejorar la lectura y ortografía de tus alumnos",10,"","19 reviews","Un método natural y sencillo para mejorar la ortografía y la comprensión lectora de cualquier persona, a cualquier edad.","https://www.coursetalk.com/providers/udemy/courses/como-mejorar-la-lectura-y-ortografia-de-tus-alumnos","Udemy","$58.00"
"313","Alain Wolf","Udemy Marketing - Udemy Marketing Secrets",10,"","19 reviews","Udemy Marketing","https://www.coursetalk.com/providers/udemy/courses/triple-your-udemy-course-sales-in-2015-promotion-secrets","Udemy","$169.00"
"314","Mine Çetinkaya-Rundel","Data Analysis and Statistical Inference",10,"Duke University","19 reviews","This course introduces you to the discipline of statistics as a science of understanding and analyzing data. You will learn how to effectively make use of data in the face of uncertainty: how to collect data, how to analyze data, and how to use data to make inferences and conclusions about real world phenomena.","https://www.coursetalk.com/providers/coursera/courses/data-analysis-and-statistical-inference","Coursera","Free"
"315","Rosa Suen","Circle of 5ths #1 -  Music Theory Secret Tips Fully Revealed",10,"","19 reviews","Learn Hot Tips to fully use  Circle of 5ths - Major Keys, Chord Progressions - Piano, Guitar, Ukulele, Piano, Violin etc","https://www.coursetalk.com/providers/udemy/courses/the-magic-circle-of-5ths-music-secret-tips-fully-revealed","Udemy","$199.00"
"316","Andy Morris","Abstract Art Crazy Fun and Easy Way for Beginners to Paint",10,"","19 reviews","Painting Acrylic Abstract Art; Find your Creativity with easy to follow Demos on how I create popular abstract paintings","https://www.coursetalk.com/providers/udemy/courses/abstract-acrylic-painting-techniques-for-contemporary-art","Udemy","$97.00"
"317","Lloyd Ball, Sasha O&#039;Leary","How to Throw Events and Attract Corporate Sponsors",10,"","19 reviews","48 Industry Secrets that Make You More Money and Get More People to Your Events","https://www.coursetalk.com/providers/udemy/courses/how-to-throw-events-and-attract-corporate-sponsors","Udemy","$197.00"
"318","Robb Montgomery","Video and Filmmaking",10,"","19 reviews","iPhone Masterclass. Start making videos for YouTube. Become a movie editor and online movie maker. Make short films.","https://www.coursetalk.com/providers/udemy/courses/be-a-video-and-film-pro-with-your-iphone-smart-film-school","Udemy","$279.00"
"319","Nick Kraakman","Value Investing Bootcamp - Invest Your Money Wisely",10,"","19 reviews","Learn the Secrets of the Best Stock Investors, Manage Your Own Portfolio with Confidence, And Earn Above-Average Returns","https://www.coursetalk.com/providers/udemy/courses/value-investing-bootcamp-learn-to-invest-your-money-wisely","Udemy","$197.00"
"320","Learn by the Byte","Introduction to Java for Programmers",10,"","19 reviews","With over 200 videos and 20 hours of content, this Java training course will teach you to program in Java 7 and Eclipse.","https://www.coursetalk.com/providers/udemy/courses/introduction-to-java-for-programmers","Udemy","$249.00"
"321","Sebastian Sulinski","Static Urls, Meta tags and Re-send activation for E-commerce",10,"","19 reviews","An add-on series for the E-commerce course explaining how to improve the SEO of our on-line store.","https://www.coursetalk.com/providers/udemy/courses/static-urls-meta-tags-and-re-send-activation-for-e-commerce","Udemy","$200.00"
"322","Sam Sommer MBA","Learn How Power Sellers Make Millions On eBay",10,"","18 reviews","Master eBay in 7 Hours - Tricks of the trade I have learned during the past 15 years!","https://www.coursetalk.com/providers/udemy/courses/learn-how-power-sellers-make-millions-on-ebay","Udemy","$59.00"
"323","Valsamis Elmaliotis","Create a chat app with swift",10,"","18 reviews","Guide to create a chat application in IOS using Xcode and Swift","https://www.coursetalk.com/providers/udemy/courses/create-a-chat-app-with-swift","Udemy","$49.00"
"324","Ken Mazaika","Code a personal splash page in 1 hour",10,"","18 reviews","Get your hands dirty and build a beautiful personal splash page with this hands-on intro to HTML & CSS.","https://www.coursetalk.com/providers/udemy/courses/code-a-personal-splash-page-in-1-hour","Udemy","$9.00"
"325","Robert Scot","Video Marketing for FREE: YouTube Video Marketing Ninja",10,"","18 reviews","Use simple YouTube videos and proven, powerful video marketing strategies to drive pinpoint-targeted traffic - for FREE!","https://www.coursetalk.com/providers/udemy/courses/video-marketing-for-free-youtube-video-marketing-ninja","Udemy","$9.00"
"326","Aaron Caines","Complete IOS 8 and Xcode 6 Guide - Make iPhone & iPad Apps",10,"","18 reviews","A Guide to iPhone and iPad development. A Complete Xcode 6 and IOS 8 Course with Swift Beginner to pro.","https://www.coursetalk.com/providers/udemy/courses/complete-ios-8-and-xcode-6-guide-make-iphone-ipad-apps","Udemy","$99.00"
"327","Lisa Irby","Learn Photoshop CS6 Quickly and Easily (For Web Images)",10,"","18 reviews","Think Photoshop is hard to learn? I'm going to change your mind and make learning easier than you've ever imagined.","https://www.coursetalk.com/providers/udemy/courses/learn-photoshop-quickly-and-easily-for-web-images","Udemy","$99.00"
"328","Mary Ellen Wiltrout, Nathaniel Schafheimer, Stephen P. Bell, Tania A. Baker, Sera Thornton","Molecular Biology – Part 2: Transcription and Transposition",10,"MIT","18 reviews","In Part 2 of this Molecular Biology course, you’ll explore transcription of DNA to RNA, a key part of the central dogma of biology and the first step of gene expression.

Did you know that transposable elements, the genetic information that can move from location to location, make up roughly 50 % of the human genome? Did you know that scientists have linked their movement into specific genes to the causes of certain diseases? You’ll also learn how these “jumping genes” work and how scientists study them in Molecular Biology: Transcription and Transposition.

Are you ready to go beyond the “what"" of scientific information presented in textbooks and explore how scientists deduce the details of these molecular models?

Take a behind-the-scenes look at modern molecular genetics, from the classic experimental events that identified the proteins and elements involved in transcription and transposition to cutting-edge assays that apply the power of genome sequencing. We've designed the problems in this course to build your experimental design and data analysis skills.

Let’s explore the limits of our current knowledge about the transcription machinery and mechanisms of transposition. If you are up for the challenge, join us in 7.28.2x Molecular Biology: Transcription and Transposition.

FAQ

Who can register for this course?

Unfortunately, learners from Iran, Sudan and the Crimea region of Ukraine will not be able to register for this course at the present time. While edX has received a license from the U.S. Office of Foreign Assets Control (OFAC) to offer courses to learners from Iran and Sudan our license does not cover this course.

Separately, EdX has applied for a license to offer courses to learners in the Crimea region of Ukraine, but we are awaiting a determination from OFAC on that application. We are deeply sorry the U.S. government has determined that we have to block these learners, and we are working diligently to rectify this situation as soon as possible.","https://www.coursetalk.com/providers/edx/courses/molecular-biology-part-2-transcription-and-transposition","edX","Free"
"329","Jay Mayu","Create Single Page Website using Twitter Bootstrap 3",10,"","19 reviews","Crash course for those who want to make a single page website using Twitter Bootstrap within 2 hours.","https://www.coursetalk.com/providers/udemy/courses/create-single-page-website-using-twitter-bootstrap-3-1","Udemy","Free"
"330","Karl Disque D.O. RPH","How to Save a Life: Pediatric Advanced Life Support",10,"The Disque Foundation","19 reviews","Pediatric Advanced Life Support (PALS) will prepare you to respond to life-threatening emergencies in the pediatric population with advanced interventions.

You will learn how to perform advanced emergency interventions as well as review foundation theories including:


	Basic life support
	Anatomy and physiology of the heart
	Resuscitation team
	Systematic Approach,
	Life-Threatening Issues
	Medical Devices,
	Bradycardia
	Tachycardia


Who should take this course?


	Nurses
	Paramedics
	Physicians
	Medical Students
	Physician Assistants 


The course package includes:


	PALS Self-Assessments and Review Questions
	Numerous PALS Lectures and Video Presentations
	PALS Provider Manual


Whether you are applying for certification for the first time, or renewing your current certification, this course prepares you for Pediatric Advanced Life Support certification. When you have completed the course, you will be directed to take the certification exam, through National Health Care Provider Solutions.","https://www.coursetalk.com/providers/edx/courses/how-to-save-a-life-pediatric-advanced-life-support","edX","Free"
"331","Lisa Irby","Customize Any WordPress Theme With This Simple Trick",10,"","18 reviews","Learn how to EASILY customize common parts of your WordPress theme you can't control from the Admin/dashboard area.","https://www.coursetalk.com/providers/udemy/courses/customize-any-wordpress-theme-with-this-simple-trick","Udemy","$27.00"
"332","Paul Tilley","eBook Income: Publish an eBook Without Writing a Word",10,"","18 reviews","A simple step-by-step method for making a passive income publishing Kindle, eBooks and beyond!","https://www.coursetalk.com/providers/udemy/courses/how-you-can-actually-make-a-passive-income-from-ebooks","Udemy","$17.00"
"333","Radu Popa","Evernote for busy professionals",10,"","18 reviews","A comprehensive Evernote online course that will help you be more organized and in control","https://www.coursetalk.com/providers/udemy/courses/evernote-for-busy-professionals","Udemy","$29.00"
"334","Pablo Farías Navarro","HTML5 Mobile Game Development for Beginners with LimeJS",10,"","18 reviews","iOS, Android, Amazon and Windows 8 game development course that will get you started with HTML5 game development.","https://www.coursetalk.com/providers/udemy/courses/html5-mobile-game-development-for-beginners","Udemy","$29.00"
